"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"202207291300","강동구","0.005","0.037","0.2","0.002","12","10"
"202207291300","동대문구","0.009","0.057","0.3","0.003","26","15"
"202207291300","성동구","0.01","0.052","0.3","0.003","24","10"
"202207291300","관악구","0.009","0.045","0.2","0.003","20","16"
"202207291300","서초구","0.009","0.047","0.3","0.002","18","11"
"202207291300","구로구","0.008","0.052","0.3","0.002","15","10"
"202207291300","중구","0.017","0.048","0.4","0.003","19","15"
"202207291300","송파구","0.009","0.055","0.3","0.003","22","11"
"202207291300","도봉구","0.006","0.048","0.4","0.002","17","8"
"202207291300","성북구","0.011","0.059","0.3","0.002","21","13"
"202207291300","강북구","","","","","",""
"202207291300","중랑구","0.011","0.051","0.3","0.002","19","10"
"202207291300","종로구","0.011","0.057","0.3","0.003","19","16"
"202207291300","양천구","","","","","",""
"202207291300","광진구","0.007","0.042","0.4","0.003","24","14"
"202207291300","동작구","0.007","0.051","0.2","0.003","16","13"
"202207291300","용산구","0.011","0.05","0.3","0.003","","24"
"202207291300","노원구","0.006","0.054","0.3","0.002","19","16"
"202207291300","강서구","0.009","0.059","0.3","0.002","18","13"
"202207291300","서대문구","0.01","0.056","0.4","0.002","14","9"
"202207291300","영등포구","0.011","0.05","0.3","0.003","21","10"
"202207291300","금천구","0.013","0.055","0.3","0.003","18","17"
"202207291300","은평구","0.011","0.051","0.3","0.002","19","16"
"202207291300","강남구","0.009","0.049","0.2","0.003","20","11"
"202207291300","마포구","0.009","0.057","0.2","0.003","12","12"
"202207291200","마포구","0.008","0.047","0.2","0.002","22","10"
"202207291200","동작구","0.007","0.046","0.2","0.002","18","14"
"202207291200","강남구","0.011","0.05","0.3","0.003","24","14"
"202207291200","서대문구","0.008","0.043","0.4","0.002","18","9"
"202207291200","도봉구","0.007","0.048","0.4","0.002","18","9"
"202207291200","관악구","0.008","0.038","0.3","0.003","22","17"
"202207291200","노원구","0.007","0.052","0.3","0.002","23","13"
"202207291200","중랑구","0.012","0.049","0.3","0.002","28","19"
"202207291200","성북구","0.016","0.046","0.3","0.002","23","11"
"202207291200","은평구","0.013","0.038","0.3","0.002","14","16"
"202207291200","광진구","0.007","0.041","0.4","0.003","23","15"
"202207291200","구로구","0.006","0.046","0.3","0.002","12","12"
"202207291200","강동구","0.005","0.037","0.2","0.002","16","16"
"202207291200","영등포구","0.012","0.042","0.3","0.002","22","14"
"202207291200","강서구","0.01","0.05","0.3","0.003","16","12"
"202207291200","동대문구","0.01","0.056","0.3","0.002","21","17"
"202207291200","중구","0.019","0.043","0.4","0.004","21","17"
"202207291200","성동구","0.01","0.051","0.3","0.003","27","20"
"202207291200","강북구","","","","","",""
"202207291200","송파구","0.01","0.048","0.3","0.003","","24"
"202207291200","양천구","","","","","",""
"202207291200","서초구","0.01","0.044","0.3","0.002","19","7"
"202207291200","금천구","0.01","0.05","0.2","0.003","22","17"
"202207291200","종로구","0.013","0.048","0.4","0.003","24","13"
"202207291200","용산구","0.02","0.047","0.3","0.003","25","21"
"202207291100","구로구","0.006","0.038","0.3","0.002","13","5"
"202207291100","서대문구","0.009","0.036","0.4","0.003","23","11"
"202207291100","노원구","0.007","0.044","0.3","0.002","",""
"202207291100","용산구","0.031","0.032","0.3","0.004","29","16"
"202207291100","동대문구","0.011","0.046","0.3","0.003","25","14"
"202207291100","은평구","0.01","0.033","0.3","0.002","","17"
"202207291100","마포구","0.011","0.042","0.3","0.003","23","12"
"202207291100","중구","0.019","0.036","0.4","0.004","22","17"
"202207291100","성동구","0.013","0.041","0.3","0.004","24","13"
"202207291100","서초구","0.01","0.039","0.3","0.002","31","7"
"202207291100","영등포구","0.015","0.037","0.3","0.003","23","12"
"202207291100","성북구","0.013","0.041","0.4","0.002","23","11"
"202207291100","동작구","0.007","0.04","0.2","0.002","20","13"
"202207291100","강남구","0.016","0.039","0.3","0.003","21","13"
"202207291100","양천구","","","","","",""
"202207291100","관악구","0.009","0.032","0.3","0.003","22","14"
"202207291100","광진구","0.01","0.035","0.4","0.003","23","15"
"202207291100","강동구","0.005","0.035","0.3","0.002","17","13"
"202207291100","금천구","0.012","0.039","0.2","0.003","19","14"
"202207291100","강북구","","","","","",""
"202207291100","강서구","0.014","0.042","0.3","0.002","26","15"
"202207291100","도봉구","0.006","0.04","0.4","0.002","17","10"
"202207291100","종로구","0.014","0.039","0.4","0.003","22","15"
"202207291100","중랑구","0.012","0.044","0.3","0.002","25","14"
"202207291100","송파구","0.011","0.044","0.3","0.003","24","19"
"202207291000","구로구","0.012","0.031","0.3","0.002","18","7"
"202207291000","광진구","0.012","0.025","0.4","0.003","17","11"
"202207291000","금천구","0.012","0.037","0.3","0.003","15","11"
"202207291000","중구","0.022","0.024","0.6","0.004","19","14"
"202207291000","마포구","0.016","0.031","0.3","0.003","23","11"
"202207291000","성북구","0.013","0.031","0.3","0.002","19","13"
"202207291000","노원구","0.008","0.033","0.3","0.002","21","14"
"202207291000","강동구","0.006","0.029","0.3","0.003","14","8"
"202207291000","도봉구","0.007","0.03","0.4","0.002","15","6"
"202207291000","용산구","0.025","0.026","0.3","0.003","26","16"
"202207291000","강서구","0.017","0.033","0.4","0.003","23","11"
"202207291000","성동구","0.014","0.03","0.3","0.003","23","18"
"202207291000","동작구","0.012","0.031","0.3","0.003","19","12"
"202207291000","강남구","0.017","0.028","0.3","0.003","20","10"
"202207291000","은평구","0.01","0.026","0.3","0.002","","16"
"202207291000","중랑구","0.013","0.031","0.3","0.002","21","12"
"202207291000","영등포구","0.016","0.027","0.4","0.003","25","10"
"202207291000","종로구","0.014","0.03","0.4","0.003","16","9"
"202207291000","양천구","","","","","",""
"202207291000","동대문구","0.011","0.034","0.3","0.003","21","15"
"202207291000","송파구","0.01","0.034","0.3","0.003","24","14"
"202207291000","강북구","","","","","",""
"202207291000","관악구","0.014","0.025","0.3","0.003","23","15"
"202207291000","서대문구","0.012","0.027","0.4","0.002","18","12"
"202207291000","서초구","0.013","0.031","0.3","0.003","17","6"
"202207290900","서초구","0.014","0.024","0.3","0.003","19","6"
"202207290900","동작구","0.014","0.022","0.3","0.002","15","9"
"202207290900","강북구","","","","","",""
"202207290900","광진구","0.012","0.016","0.4","0.003","19","8"
"202207290900","구로구","0.012","0.024","0.3","0.002","16","7"
"202207290900","중랑구","0.011","0.023","0.3","0.002","26","12"
"202207290900","송파구","0.013","0.024","0.3","0.003","",""
"202207290900","중구","0.022","0.017","0.5","0.004","16","11"
"202207290900","강동구","0.01","0.019","0.3","0.002","15","6"
"202207290900","금천구","0.01","0.033","0.3","0.003","16","11"
"202207290900","성동구","0.015","0.02","0.3","0.004","19","8"
"202207290900","서대문구","0.011","0.02","0.4","0.002","17","7"
"202207290900","종로구","0.014","0.023","0.3","0.002","16","10"
"202207290900","노원구","0.008","0.024","0.3","0.002","15","5"
"202207290900","성북구","0.013","0.023","0.3","0.002","18","14"
"202207290900","강서구","0.015","0.027","0.4","0.003","16","6"
"202207290900","도봉구","0.008","0.021","0.3","0.002","10","8"
"202207290900","은평구","0.011","0.019","0.3","0.002","13","15"
"202207290900","마포구","0.014","0.024","0.3","0.003","19","10"
"202207290900","양천구","","","","","",""
"202207290900","강남구","0.021","0.017","0.3","0.003","19","11"
"202207290900","영등포구","0.018","0.02","0.3","0.003","23","14"
"202207290900","관악구","0.015","0.019","0.3","0.003","18","11"
"202207290900","용산구","0.026","0.017","0.3","0.004","24","16"
"202207290900","동대문구","0.012","0.025","0.3","0.003","17","9"
"202207290800","종로구","0.014","0.016","0.3","0.003","13","8"
"202207290800","중구","0.022","0.012","0.4","0.003","15","11"
"202207290800","은평구","0.011","0.015","0.3","0.002","15","13"
"202207290800","금천구","0.011","0.03","0.3","0.003","14","11"
"202207290800","구로구","0.013","0.019","0.3","0.002","10","7"
"202207290800","강동구","0.009","0.018","0.2","0.002","13","5"
"202207290800","송파구","0.013","0.017","0.3","0.003","19","10"
"202207290800","강서구","0.017","0.02","0.4","0.002","18","10"
"202207290800","도봉구","0.007","0.014","0.4","0.002","10","6"
"202207290800","성북구","0.016","0.013","0.3","0.002","14","6"
"202207290800","강남구","0.019","0.016","0.3","0.003","13","8"
"202207290800","중랑구","0.011","0.017","0.3","0.002","21","10"
"202207290800","동대문구","0.013","0.017","0.3","0.002","18","8"
"202207290800","서대문구","0.011","0.016","0.4","0.002","14","10"
"202207290800","관악구","0.014","0.018","0.3","0.002","20","8"
"202207290800","성동구","0.017","0.012","0.3","0.003","18","12"
"202207290800","강북구","","","","","",""
"202207290800","양천구","","","","","",""
"202207290800","영등포구","0.018","0.015","0.3","0.003","17","8"
"202207290800","노원구","0.008","0.018","0.3","0.002","14","6"
"202207290800","서초구","0.014","0.02","0.3","0.002","15","7"
"202207290800","광진구","0.012","0.011","0.4","0.003","19","9"
"202207290800","동작구","0.014","0.018","0.3","0.003","17","11"
"202207290800","용산구","0.022","0.012","0.3","0.003","22","12"
"202207290800","마포구","0.013","0.02","0.3","0.002","17","11"
"202207290700","노원구","0.006","0.018","0.3","0.002","14","8"
"202207290700","양천구","","","","","",""
"202207290700","도봉구","0.007","0.017","0.3","0.002","11","7"
"202207290700","종로구","0.015","0.014","0.3","0.003","16","11"
"202207290700","강동구","0.013","0.012","0.2","0.002","15","10"
"202207290700","은평구","0.011","0.012","0.3","0.002","18","14"
"202207290700","금천구","0.012","0.024","0.3","0.003","18","11"
"202207290700","서초구","0.013","0.018","0.3","0.002","14","7"
"202207290700","동작구","0.017","0.014","0.3","0.002","18","12"
"202207290700","중구","0.022","0.009","0.3","0.004","14","13"
"202207290700","강남구","0.019","0.013","0.3","0.003","15","11"
"202207290700","송파구","0.016","0.011","0.3","0.003","20","15"
"202207290700","강북구","","","","","",""
"202207290700","중랑구","0.012","0.015","0.3","0.002","15","8"
"202207290700","관악구","0.012","0.016","0.3","0.003","19","11"
"202207290700","강서구","0.018","0.014","0.4","0.002","19","11"
"202207290700","구로구","0.012","0.017","0.3","0.002","16","5"
"202207290700","마포구","0.011","0.019","0.3","0.002","13","10"
"202207290700","광진구","0.014","0.01","0.4","0.003","16","14"
"202207290700","동대문구","0.014","0.016","0.3","0.003","16","11"
"202207290700","영등포구","0.017","0.013","0.3","0.002","19","13"
"202207290700","성동구","0.015","0.012","0.3","0.003","18","14"
"202207290700","서대문구","0.01","0.014","0.4","0.002","7","8"
"202207290700","용산구","0.02","0.012","0.3","0.003","20","10"
"202207290700","성북구","0.016","0.011","0.3","0.002","12","8"
"202207290600","강동구","0.008","0.015","0.2","0.002","16","8"
"202207290600","중구","0.016","0.014","0.3","0.003","16","10"
"202207290600","강북구","","","","","",""
"202207290600","중랑구","0.01","0.017","0.2","0.002","18","13"
"202207290600","용산구","0.015","0.014","0.2","0.003","19","11"
"202207290600","금천구","0.009","0.022","0.3","0.002","17","14"
"202207290600","영등포구","0.014","0.016","0.3","0.002","16","14"
"202207290600","동대문구","0.012","0.017","0.3","0.003","19","12"
"202207290600","강남구","0.014","0.016","0.2","0.003","17","11"
"202207290600","양천구","","","","","",""
"202207290600","서초구","0.009","0.021","0.3","0.002","12","6"
"202207290600","광진구","0.011","0.013","0.4","0.003","17","12"
"202207290600","강서구","0.014","0.018","0.4","0.002","18","13"
"202207290600","노원구","0.004","0.02","0.3","0.002","15","7"
"202207290600","동작구","0.012","0.017","0.2","0.003","20","10"
"202207290600","성북구","0.013","0.013","0.3","0.002","8","9"
"202207290600","서대문구","0.008","0.015","0.4","0.002","15","10"
"202207290600","관악구","0.011","0.016","0.3","0.003","21","16"
"202207290600","도봉구","0.006","0.017","0.3","0.002","9","6"
"202207290600","은평구","0.011","0.012","0.3","0.002","10","12"
"202207290600","구로구","0.01","0.018","0.3","0.002","14","5"
"202207290600","성동구","0.014","0.013","0.3","0.003","20",""
"202207290600","마포구","0.008","0.021","0.2","0.002","16","10"
"202207290600","종로구","0.013","0.015","0.3","0.003","16","14"
"202207290600","송파구","0.013","0.014","0.3","0.003","16","14"
"202207290500","강북구","","","","","",""
"202207290500","중랑구","0.006","0.022","0.2","0.002","16","12"
"202207290500","광진구","0.009","0.016","0.4","0.003","19","13"
"202207290500","구로구","0.008","0.02","0.3","0.002","15","6"
"202207290500","중구","0.016","0.014","0.3","0.003","11","12"
"202207290500","금천구","0.008","0.022","0.2","0.003","17","13"
"202207290500","노원구","0.004","0.021","0.3","0.002","15","10"
"202207290500","종로구","0.01","0.019","0.3","0.003","15","12"
"202207290500","강남구","0.012","0.018","0.2","0.003","20","11"
"202207290500","은평구","0.008","0.015","0.3","0.002","","14"
"202207290500","도봉구","0.005","0.019","0.3","0.002","10","3"
"202207290500","관악구","0.009","0.017","0.3","0.002","20","11"
"202207290500","동대문구","0.01","0.02","0.3","0.003","17","9"
"202207290500","용산구","0.012","0.018","0.3","0.003","15","15"
"202207290500","강서구","0.011","0.021","0.4","0.003","18","14"
"202207290500","동작구","0.011","0.018","0.3","0.002","20","14"
"202207290500","마포구","0.008","0.023","0.2","0.002","12","14"
"202207290500","강동구","0.005","0.018","0.2","0.002","16","11"
"202207290500","영등포구","0.011","0.018","0.3","0.002","16","16"
"202207290500","양천구","","","","","",""
"202207290500","서대문구","0.006","0.016","0.4","0.002","16","8"
"202207290500","서초구","0.008","0.022","0.3","0.002","9","3"
"202207290500","송파구","0.01","0.016","0.3","0.003","19","13"
"202207290500","성동구","0.011","0.017","0.4","0.002","19","11"
"202207290500","성북구","0.011","0.016","0.3","0.002","11","11"
"202207290400","강동구","0.005","0.019","0.2","0.003","17","12"
"202207290400","동작구","0.009","0.021","0.2","0.002","22","14"
"202207290400","서대문구","0.006","0.018","0.4","0.002","14","8"
"202207290400","강북구","","","","","",""
"202207290400","구로구","0.007","0.023","0.3","0.002","12","7"
"202207290400","서초구","0.007","0.024","0.3","0.002","12","7"
"202207290400","중구","0.013","0.018","0.3","0.003","14","12"
"202207290400","중랑구","0.006","0.021","0.2","0.003","22","12"
"202207290400","성북구","0.009","0.019","0.3","0.002","18","12"
"202207290400","은평구","0.009","0.014","0.3","0.002","12","13"
"202207290400","금천구","0.007","0.022","0.2","0.003","18","12"
"202207290400","광진구","0.008","0.017","0.4","0.003","19","15"
"202207290400","송파구","0.009","0.019","0.3","0.003","21","14"
"202207290400","양천구","","","","","",""
"202207290400","영등포구","0.01","0.02","0.3","0.003","18","16"
"202207290400","강남구","0.012","0.019","0.2","0.003","20","14"
"202207290400","마포구","0.008","0.023","0.2","0.002","19","15"
"202207290400","성동구","0.01","0.019","0.3","0.003","18","9"
"202207290400","동대문구","0.008","0.023","0.3","0.002","16","11"
"202207290400","관악구","0.009","0.018","0.3","0.003","20","13"
"202207290400","강서구","0.011","0.023","0.3","0.003","21","17"
"202207290400","노원구","0.003","0.022","0.3","0.002","17","10"
"202207290400","용산구","0.01","0.021","0.3","0.003","16","10"
"202207290400","종로구","0.009","0.02","0.3","0.003","20","13"
"202207290400","도봉구","0.005","0.02","0.3","0.002","11","5"
"202207290300","중랑구","0.008","0.021","0.2","0.002","22","15"
"202207290300","마포구","0.008","0.024","0.3","0.002","15","13"
"202207290300","중구","0.011","0.021","0.3","0.003","14","13"
"202207290300","노원구","0.003","0.023","0.3","0.002","21","16"
"202207290300","서초구","0.006","0.025","0.3","0.002","12","9"
"202207290300","금천구","0.007","0.023","0.2","0.003","20","16"
"202207290300","관악구","0.008","0.02","0.3","0.003","23","14"
"202207290300","동작구","0.009","0.023","0.2","0.003","24","17"
"202207290300","강서구","0.013","0.027","0.3","0.003","33","27"
"202207290300","양천구","","","","","",""
"202207290300","동대문구","0.008","0.023","0.3","0.003","19","14"
"202207290300","광진구","0.007","0.019","0.4","0.002","20","12"
"202207290300","강남구","0.011","0.021","0.2","0.003","19","12"
"202207290300","강동구","0.006","0.019","0.2","0.002","17","10"
"202207290300","영등포구","0.011","0.021","0.3","0.002","22","18"
"202207290300","강북구","","","","","",""
"202207290300","성북구","0.009","0.021","0.3","0.002","13","8"
"202207290300","은평구","0.008","0.018","0.3","0.002","12","12"
"202207290300","도봉구","0.006","0.019","0.3","0.002","11","11"
"202207290300","서대문구","0.005","0.023","0.4","0.002","12","8"
"202207290300","용산구","0.007","0.024","0.2","0.003","14","11"
"202207290300","성동구","0.009","0.021","0.3","0.003","22","13"
"202207290300","종로구","0.01","0.021","0.3","0.003","19","12"
"202207290300","구로구","0.005","0.025","0.3","0.002","18","7"
"202207290300","송파구","0.01","0.02","0.3","0.003","19","12"
"202207290200","중구","0.011","0.024","0.3","0.003","18","15"
"202207290200","용산구","0.007","0.026","0.3","0.003","19","10"
"202207290200","중랑구","0.007","0.024","0.2","0.002","21","14"
"202207290200","관악구","0.011","0.02","0.3","0.003","28","20"
"202207290200","강북구","","","","","",""
"202207290200","서대문구","0.005","0.025","0.4","0.002","12","10"
"202207290200","도봉구","0.009","0.018","0.4","0.002","13","11"
"202207290200","송파구","0.011","0.02","0.3","0.003","21","18"
"202207290200","구로구","0.007","0.025","0.3","0.002","15","9"
"202207290200","양천구","","","","","",""
"202207290200","동작구","0.011","0.026","0.3","0.003","29","25"
"202207290200","마포구","0.009","0.026","0.3","0.002","","22"
"202207290200","금천구","0.008","0.024","0.2","0.003","22","17"
"202207290200","노원구","0.005","0.022","0.3","0.002","21","12"
"202207290200","종로구","0.01","0.024","0.3","0.003","19","15"
"202207290200","강남구","0.01","0.024","0.3","0.003","19","11"
"202207290200","강서구","0.014","0.055","0.4","0.003","33","27"
"202207290200","서초구","0.009","0.025","0.3","0.002","12","9"
"202207290200","은평구","0.011","0.017","0.3","0.002","15","14"
"202207290200","성동구","0.01","0.021","0.4","0.003","21","19"
"202207290200","강동구","0.005","0.021","0.2","0.002","16","9"
"202207290200","동대문구","0.009","0.025","0.3","0.002","20","13"
"202207290200","광진구","0.008","0.02","0.4","0.002","19","13"
"202207290200","성북구","0.009","0.024","0.3","0.002","13","8"
"202207290200","영등포구","0.013","0.023","0.3","0.003","35","23"
"202207290100","용산구","0.008","0.027","0.3","0.003","29","20"
"202207290100","광진구","0.008","0.022","0.4","0.003","20","16"
"202207290100","동대문구","0.009","0.028","0.3","0.002","21","12"
"202207290100","성북구","0.012","0.023","0.3","0.002","27","8"
"202207290100","마포구","0.024","0.043","0.4","0.003","34","28"
"202207290100","관악구","0.016","0.027","0.4","0.003","41","30"
"202207290100","강서구","0.015","0.059","0.4","0.004","37","32"
"202207290100","영등포구","0.023","0.038","0.4","0.003","41","32"
"202207290100","은평구","0.019","0.017","0.4","0.002","","23"
"202207290100","양천구","","","","","",""
"202207290100","서대문구","0.012","0.027","0.5","0.003","27","17"
"202207290100","강동구","0.006","0.022","0.2","0.002","18","9"
"202207290100","종로구","0.012","0.025","0.3","0.003","26","16"
"202207290100","도봉구","0.01","0.02","0.4","0.002","16","13"
"202207290100","강북구","","","","","",""
"202207290100","노원구","0.008","0.024","0.3","0.002","17","10"
"202207290100","서초구","0.013","0.025","0.3","0.002","11","9"
"202207290100","금천구","0.022","0.028","0.4","0.004","35","31"
"202207290100","중구","0.018","0.027","0.3","0.003","29","24"
"202207290100","송파구","0.01","0.024","0.3","0.003","19","10"
"202207290100","강남구","0.011","0.027","0.3","0.003","20","12"
"202207290100","구로구","0.012","0.035","0.4","0.003","24","15"
"202207290100","성동구","0.011","0.024","0.4","0.003","23","18"
"202207290100","중랑구","0.006","0.028","0.2","0.002","18","13"
"202207290100","동작구","0.018","0.025","0.3","0.003","31","24"
"202207290000","중구","0.027","0.042","0.5","0.003","34","29"
"202207290000","종로구","0.017","0.029","0.4","0.003","34","17"
"202207290000","양천구","","","","","",""
"202207290000","송파구","0.011","0.027","0.3","0.003","21","11"
"202207290000","동대문구","0.011","0.029","0.3","0.002","23","14"
"202207290000","구로구","0.014","0.055","0.4","0.005","32","24"
"202207290000","강북구","","","","","",""
"202207290000","중랑구","0.01","0.027","0.3","0.002","22","14"
"202207290000","성동구","0.011","0.026","0.3","0.003","24","15"
"202207290000","동작구","0.019","0.031","0.3","0.002","36","30"
"202207290000","강동구","0.006","0.025","0.2","0.002","16","11"
"202207290000","도봉구","0.012","0.022","0.4","0.002","14","12"
"202207290000","성북구","0.013","0.026","0.3","0.002","","16"
"202207290000","서대문구","0.012","0.04","0.5","0.003","29","19"
"202207290000","은평구","0.017","0.03","0.4","0.002","33","26"
"202207290000","용산구","0.017","0.049","0.4","0.003","34","28"
"202207290000","광진구","0.011","0.021","0.4","0.003","23","14"
"202207290000","강서구","0.016","0.063","0.5","0.004","39","31"
"202207290000","관악구","0.024","0.038","0.5","0.003","49","31"
"202207290000","영등포구","0.02","0.052","0.4","0.003","41","31"
"202207290000","마포구","0.02","0.054","0.4","0.003","35","26"
"202207290000","금천구","0.023","0.041","0.4","0.004","40","32"
"202207290000","서초구","0.021","0.044","0.4","0.003","","24"
"202207290000","강남구","0.013","0.027","0.3","0.003","20","12"
"202207290000","노원구","0.007","0.029","0.3","0.002","22","19"
"202207282300","영등포구","0.021","0.055","0.4","0.004","41","31"
"202207282300","동대문구","0.011","0.031","0.3","0.002","22","14"
"202207282300","강남구","0.014","0.028","0.3","0.003","21","13"
"202207282300","강북구","","","","","",""
"202207282300","마포구","0.019","0.056","0.4","0.003","34","26"
"202207282300","송파구","0.011","0.03","0.3","0.002","22","17"
"202207282300","서대문구","0.01","0.053","0.5","0.003","33","23"
"202207282300","관악구","0.027","0.04","0.5","0.003","42","32"
"202207282300","종로구","0.018","0.04","0.4","0.003","30","19"
"202207282300","노원구","0.012","0.026","0.3","0.002","19","15"
"202207282300","강동구","0.006","0.026","0.2","0.003","20","17"
"202207282300","동작구","0.021","0.045","0.4","0.003","36","26"
"202207282300","구로구","0.015","0.058","0.4","0.005","35","25"
"202207282300","광진구","0.01","0.024","0.4","0.003","22","16"
"202207282300","성북구","0.013","0.028","0.3","0.002","21","9"
"202207282300","강서구","0.015","0.065","0.4","0.004","42","34"
"202207282300","용산구","0.012","0.035","0.3","0.003","21","13"
"202207282300","중랑구","0.011","0.027","0.3","0.002","24","17"
"202207282300","양천구","","","","","",""
"202207282300","서초구","0.02","0.05","0.4","0.004","32","22"
"202207282300","성동구","0.011","0.029","0.3","0.003","22","10"
"202207282300","금천구","0.028","0.044","0.4","0.004","39","30"
"202207282300","은평구","0.01","0.051","0.4","0.002","32","25"
"202207282300","도봉구","0.011","0.025","0.4","0.002","20","12"
"202207282300","중구","0.023","0.053","0.4","0.004","30","26"
"202207282200","노원구","0.012","0.028","0.3","0.002","21","17"
"202207282200","중랑구","0.011","0.03","0.3","0.002","24","17"
"202207282200","중구","0.022","0.037","0.4","0.004","22","17"
"202207282200","종로구","0.014","0.029","0.4","0.003","26","13"
"202207282200","강남구","0.013","0.032","0.3","0.003","18","15"
"202207282200","은평구","0.013","0.054","0.4","0.003","34","30"
"202207282200","용산구","0.013","0.031","0.3","0.003","21","12"
"202207282200","영등포구","0.025","0.057","0.4","","39","31"
"202207282200","양천구","","","","","",""
"202207282200","강동구","0.007","0.028","0.2","0.002","21","11"
"202207282200","송파구","0.01","0.032","0.3","0.003","23","19"
"202207282200","성북구","0.015","0.029","0.3","0.002","21","9"
"202207282200","강북구","","","","","",""
"202207282200","성동구","0.012","0.031","0.4","0.003","23","11"
"202207282200","서초구","0.009","0.033","0.3","0.002","16","9"
"202207282200","서대문구","0.016","0.054","0.5","0.004","36","25"
"202207282200","강서구","0.016","0.073","0.4","","39","33"
"202207282200","마포구","0.022","0.06","0.4","0.004","32","28"
"202207282200","동작구","0.015","0.039","0.3","0.002","22","16"
"202207282200","동대문구","0.009","0.036","0.3","0.002","24","16"
"202207282200","도봉구","0.01","0.028","0.4","0.001","17","11"
"202207282200","관악구","0.023","0.042","0.5","0.003","32","22"
"202207282200","금천구","0.027","0.055","0.4","0.004","33","26"
"202207282200","구로구","0.021","0.054","0.4","0.003","41","26"
"202207282200","광진구","0.009","0.029","0.4","0.003","19","15"
"202207282100","양천구","","","","","",""
"202207282100","동대문구","0.013","0.034","0.3","0.003","24","15"
"202207282100","도봉구","0.009","0.033","0.4","0.002","18","12"
"202207282100","광진구","0.011","0.03","0.4","0.003","18","14"
"202207282100","마포구","0.026","0.069","0.4","0.007","36","30"
"202207282100","동작구","0.01","0.033","0.3","0.002","22","16"
"202207282100","성북구","0.018","0.028","0.3","0.002","19","15"
"202207282100","강남구","0.015","0.033","0.3","0.003","21","13"
"202207282100","강북구","","","","","",""
"202207282100","강동구","0.007","0.03","0.3","0.003","19","11"
"202207282100","서초구","0.017","0.028","0.3","0.002","17","11"
"202207282100","구로구","0.019","0.048","0.4","0.003","24","17"
"202207282100","금천구","0.023","0.041","0.3","0.003","26","19"
"202207282100","은평구","0.022","0.041","0.4","0.003","27","23"
"202207282100","서대문구","0.014","0.041","0.5","0.003","22","13"
"202207282100","관악구","0.012","0.029","0.4","0.003","28","24"
"202207282100","영등포구","0.028","0.063","0.4","","34","26"
"202207282100","성동구","0.013","0.033","0.4","0.003","20","11"
"202207282100","중구","0.022","0.028","0.4","0.003","25","21"
"202207282100","노원구","0.012","0.031","0.3","0.002","21","18"
"202207282100","종로구","0.017","0.03","0.4","0.003","24","19"
"202207282100","용산구","0.011","0.035","0.3","0.003","19","16"
"202207282100","송파구","0.013","0.032","0.3","0.002","24","20"
"202207282100","중랑구","0.009","0.035","0.3","0.002","23","17"
"202207282100","강서구","0.02","0.074","0.4","","40","33"
"202207282000","도봉구","0.009","0.037","0.3","0.002","15","13"
"202207282000","강서구","0.024","0.081","0.4","","42","34"
"202207282000","서대문구","0.011","0.036","0.4","0.002","20","12"
"202207282000","은평구","0.027","0.029","0.4","0.002","28","23"
"202207282000","강남구","0.014","0.037","0.3","0.003","24","19"
"202207282000","성동구","0.016","0.034","0.4","0.003","23","20"
"202207282000","동대문구","0.017","0.036","0.3","0.003","23","19"
"202207282000","관악구","0.014","0.032","0.4","0.003","27","22"
"202207282000","종로구","0.023","0.03","0.4","0.003","27","21"
"202207282000","용산구","0.013","0.039","0.3","0.003","22","10"
"202207282000","성북구","0.019","0.031","0.3","0.002","20","12"
"202207282000","동작구","0.02","0.03","0.3","0.003","23","20"
"202207282000","강동구","0.008","0.032","0.2","0.002","20","13"
"202207282000","송파구","0.012","0.036","0.3","0.003","24","12"
"202207282000","영등포구","0.015","0.04","0.4","0.003","31","22"
"202207282000","노원구","0.011","0.034","0.3","0.002","24","20"
"202207282000","서초구","0.018","0.032","0.3","0.002","16","11"
"202207282000","구로구","0.009","0.04","0.3","0.002","17","8"
"202207282000","광진구","0.01","0.033","0.4","0.002","22","17"
"202207282000","마포구","0.026","0.062","0.4","0.006","","21"
"202207282000","중랑구","0.012","0.038","0.3","0.002","21","12"
"202207282000","중구","0.025","0.031","0.4","0.003","28","23"
"202207282000","양천구","","","","","",""
"202207282000","금천구","0.014","0.039","0.3","0.003","30","22"
"202207282000","강북구","","","","","",""
"202207281900","도봉구","0.009","0.043","0.4","0.002","15","13"
"202207281900","금천구","0.016","0.042","0.3","0.003","25","23"
"202207281900","서대문구","0.011","0.042","0.4","0.003","20","12"
"202207281900","양천구","","","","","",""
"202207281900","마포구","0.013","0.05","0.3","0.002","","20"
"202207281900","종로구","0.017","0.04","0.4","0.003","29","19"
"202207281900","영등포구","0.014","0.043","0.4","0.003","29","21"
"202207281900","중랑구","0.01","0.043","0.3","0.002","26","15"
"202207281900","송파구","0.012","0.04","0.3","0.003","23","22"
"202207281900","서초구","0.015","0.04","0.3","0.002","18","12"
"202207281900","강서구","0.025","0.08","0.4","","33","26"
"202207281900","용산구","0.01","0.049","0.3","0.003","20","19"
"202207281900","노원구","0.014","0.045","0.3","0.002","37","27"
"202207281900","성동구","0.013","0.042","0.3","0.003","24","9"
